pair_id	han_sentence	viet_sentence
pair_0973		Ly sở huyện và trường học huyện trước ở xã Sư Lỗ Đông, nay bỏ.
pair_0974		HUYỆN QUẢNG ĐIỀN: Ở cách phủ 14 dặm về phía đông bắc, đông tây cách nhau 38 dặm linh, năm bắc cách nhau 26 dặm.
pair_0975		Phía đông đến địa giới huyện Huong Trà 13 dặm, phía tây đến địa giới huyện Phong Điền 26 dặm linh, phía nam đến địa giới huyện Hương Trà chừng 1 dặm, phía bắc đến biển 25 dặm.
pair_0976		Nguyên là đất quận Nhật Nam đời thuộc Hán, sau là châu Lý của Chiêm Thành.
pair_0977		Đời Trần là huyện Trà Kệ thuộc 111  châu Hoá, thời thuộc Minh vẫn theo như thế.
pair_0978		Đời Lê đổi làm huyện Đan Điền thuộc phủ Triệu Phong, đầu bản triều đổi tên hiện nay.
pair_0979		Năm Minh Mệnh thứ 3 đổi lệ phủ Thừa Thiên, năm thứ 16, trích lấy 2 tổng cho lệ vào huyện Phong Điền.
pair_0980		Lãnh 5 tổng, gồm 58 xã thôn phường ấp giáp.
pair_0981		HUYỆN PHONG ĐIỀN: Ở cách phủ 57 dặm về phía bắc, đông tây cách nhau 94 dặm, năm bắc cách nhau 25 dặm, phía đông đến biển, lại đến địa giới huyện Hải Lăng 20 dặm, phía tây đến động núi 74 dặm, phía nam đến địa giới 2 huyện Hương Trà và Quảng Điền 24 dặm, phía bắc đến địa giới huyện Hải Lăng 1 dặm.
pair_0982		Nguyên là đất 2 huyện Quảng Điền và Hương Trà, năm Minh Mệnh thứ 16 trích ra đặt huyện này.
pair_0983		Năm Tự Đức thứ 4 bỏ Tri huyện do huyện Quảng Điền kiêm nhiếp.
pair_0984		Lãnh 5 tổng, 40 xã thôn phường ấp giáp.
pair_0985		Ly sở và trường học trước ở xã Ưu Diềm, nay bỏ.
pair_0986		Kính xét: năm Minh Mệnh thứ 15, phủ thần là bọn Lê Văn Quí và Vương Hữu Quang tâu xin đặt 6 huyện tuỳ theo hình thế sông núi và địa thế liền gần huyện nào thì phân phối lệ vào huyện ấy.
pair_0987		1 - Từ nguồn Tả Trạch trở xuống ven theo bờ phía bắc sông Hương, suốt đến cửa biển Thuận An.
pair_0988		Theo biển trở về phía bắc đến xã Vĩnh Trị, ngang 112 nhatthongchiT1ch.pdf qua đườngk kênh Tiền thành; theo bờ phía nam sôngPhú Ốc, ngược đến địa phận xã Lại Bằng nguồn Sơn Bồ, đặt làm huyện Hương Trà, chia làm 6 tổng.
pair_0989		2 - Từ xã Vĩ Dã thượng ven bờ phía nam sông Hương xuống đến cửa biển Thuận An.
pair_0990		Theo biển trở về phía nam đến hai ấp Lương Viện và Hà Úc, ngang qua bờ phía đông sông Hà Trữ, thông đến Lương Lộc và Văn Giang, ngược lên đến Diễn Phái và Bình Lục giáp xã Vĩ Dã thượng, đặt làm huyện Phú Vang, chia làm 6 tổng.
pair_0991		3 - Từ giang phận Phú Lễ về bờ phía bắc sông Phú Ốc, thuận dòng đến kinh Kim Đôi, ngang qua Thành Công, Yên Lộc, ấp Đông ấp Tây Cương Giản và phá Tam Giang trở sang phía bắc liền với giáp Tây xã Thế Chí.
pair_0992		Lại ngang qua Phú Lễ giáp Đường Long, chuyển về phía nam, đến các xã Lai Xá và Cổ Tháp, nguyên trước là huyện Quảng Điền, nay đổi làm huyện Phong Điền, chia làm 5 tổng.
pair_0993		4 - Từ Cổ Bi, phía dưới đến An Lỗ, ngang qua Hiền Lương và Sơn Tùng.
pair_0994		Phía trên đến Đường Long, An Nông, Chính Lộc ngang qua sông đến giáp Tây xã Thế Chí.
pair_0995		Trở ra ngoài giáp địa đầu Quảng Trị, trở vào trong theo một dải ven biển đến giáp Đông xã Thế Chí, giáp với ấp Tây Cương Giản, đặt .
pair_0996		làm huyện Quảng Trạch, chia làm 5 tổng.
pair_0997		113  5 - Từ nguồn Tả Trạch trở xuống, ven bờ phia nam sông Hương, đến con sông nhỏ cũ của xã Dương Xuân.
pair_0998		Thông đến bờ phía tây sông Thần Phù, cho đến Phù Bài giáp địa phận các xã An Nông, Phúc Yên, Yên Cừ, Phú Xuân đặt làm huyện Phú Lộc, chia làm 4 tổng.
pair_0999		| 6-T Thần Phù thông đến Hà Trữ, ngang qua Hà Trung, Phụng Chính.
pair_1000		Phía bắc giáp với Lương Viện, Hà Úc và An Bằng ra thẳng đến biển, trở vào trong giáp với địa điểm đầu Quảng Nam, đặt làm huyện Tân Vang chia làm 4 tổng.
pair_1001		Vâng chỉ chuẩn định: Quảng Điền vẫn để tên huyện như cũ.
pair_1002		Phú Lộc đổi làm Hương Thủy, Quảng _ Trạch đổi làm Phong Điền, Tân Vang đổi làm Phú Lộc.
pair_1003		“ĐẠO QUẢNG TRIM: Ở cách phủ 89 dặm lệch về phía bắc.
pair_1004		Đông ttâycách nhau 166 dặm, nam bắc cách nhau 127 dặm.
pair_1005		Phía đông đến biển, lại giáp địa giới huyện Phong Điền 29 dặm, phía tây đến bdo Trấn Lao ở địa giới chín châu 137 dặm, phía nam đến địa giới sách Ba Hí huyện Phong Điền 42 dặm, phía bắc đến địa giới tỉnh Quảng Bình 85 dặm.
pair_1006		Nguyên là đất quận Nhật Nam đời Hán, sau là đất châu Ô và châu Ma Linh (1) Năm Tự Đức thứ 29 lại đặt tinh Quảng Trị.
pair_1007		114 nhatthongchiT1ch.pdf của Chiêm Thành.
pair_1008		Đời Lý, lấy châu Ma Linh đổi đặt châu Minh Linh.
pair_1009		Đời Trần lại lấy châu Ô đặt châu Thuận, và đặt 4 huyện là Thạch Lan, Ba lãng, Lợi Điều và An Nhân lệ vào châu Thuận.
pair_1010		Thời thuộc Minh, hợp cả 4 huyện vào châu Thuận, lệ vào phủ Thuận Hoá.
pair_1011		Đầu đời Lê, đem châu Minh Linh lệ vào .
pair_1012		phủ Tân Bình, còn châu Thuận thì đổi đặt thành 2 huyện là Võ Xương và Hải Lăng, lệ vào phủ Triệu Gia Long, trích lây châu Minh Linh thug phủ Qudg Bình và 2 huyện Đặng Xương và Hải Lặng thuộc phủ Triệu Phong đặt dinh Quảng Trị.
pair_1013		Năm Minh Mệnh thứ 8, đổi làm trấn; năm thứ 13, chia tinh hạt, gọi là tỉnh Quảng Trị.
pair_1014		Năm Tự Đức thứ 6, hợp vào phủ Thừa Thiên, bỏ tỉnh, đặt làm đạo, đổi đặt 1 quản đạo, kiêm lý 2 huyện Hải Lăng và Đăng Xương, thống hat 3 huyện Minh Linh, Địa Linh, Thành Hoá, và 9 châu người Thổ.
pair_1015		Lãnh 5 huyện 9 châu.
pair_1016		.. HUYỆN ĐĂNG XƯƠNG!)
pair_1017		s 'Ở cách đạo 30 dặm về phía tây bắc, đông tây cách nhau 43 dặm, nam bắc cách nhau 20 dặm.
pair_1018		Phía đông đến địa giới huyện Hải Lăng 39 dặm, phía tây (1) Nay là huyện Triệu Phong.
pair_1019		115  đến địa giới 2 huyện Địa Linh và Thành Hoá 14 dặm, phía nam đến địa giới huyện Thành Hoá 9 dặm, phía bắc đến biển 11 dặm.
pair_1020		Nguyên là đất quận Nhật Nam đời Hán, sau là đất châu Ô của Chiêm Thành.
pair_1021		Đời Trần là châu Thuận, thời thuộc Minh lệ vào phủ Thuận Hoá.
pair_1022		Đầu đời Lê là huyện Võ Xương thuộc phủ Triệu Phong, đầu bản triều đổi tên hiện nay.
pair_1023		Năm Minh Mệnh thứ 11 đặt Tri phủ Triệu Phong, huyện này do phủ thống hạt.
pair_1024		Năm thứ 17 đổi do phủ kiêm lý.
pair_1025		Nguyên lãnh 5 tổng, 133 xã thôn phường giáp trang.
pair_1026		Năm Tự Đức thứ 5, trích lấy 4 thôn phường cho thuộc huyện Thành Hoá.
pair_1027		Năm thứ 7 bỏ phủ Triệu Phong, do đạo kiêm lý.
pair_1028		Nay lãnh 5 tổng, 129 xã thôn phường giáp trang.
pair_1029		Ly sở và trường học phủ Triệu Phong trước ở xã Ái Tử, nay bỏ.
pair_1030		HUYỆN HẢI LĂNG: Cách đạo 17 dặm về phía đông nam, đông tây cách nhau 38 dặm, nam bắc cách nhau 70 dặm.
pair_1031		Phía đông đến địa giới huyện Phong Điền 24 dặm, phía tây đến địa giới 2 huyện Đăng Xương và Thành Hoá 14 dặm, phía nam đến động núi 47 dặm, phía bắc đến biển 23 dặm.
pair_1032		Nguyên là đất quận Nhật Nam thuộc đời Hán, sau là đất châu Ô của Chiêm Thành.
pair_1033		Đời Trần thuộc châu Thuận, đầu đời Lê đặt tên hiện nay, do phủ Triệu Phong thống hạt.
pair_1034		Nguyên lãnh 4 tổng 68 xã thôn, phường, ấp.
pair_1035		Năm Tự Đức thứ 5, trích lấy 116 nhatthongchiT1ch.pdf 3 thôn phường cho thuộc huyện Thành Hoá.
pair_1036		Năm thứ 6, bỏ Tri huyện, công việc huyện do phủ Triệu Phong kiêm lý.
pair_1037		Nay lãnh 4 tổng 65 xã, thôn, phường, ấp.
pair_1038		Ly sở và trường học trước ở xã Diên Sinh, nay bỏ.
pair_1039		HUYỆN MINH LINH® Cách đạo 55 dặm về phía bắc, dong tây cách nhau 36 dặm, năm bắc cách nhau 29 dặm.
pair_1040		Phía đông đến biển 14 dặm, phía tây đến địa giới huyện Thành Hoá 22 dặm, phía nam đến địa giới huyện Địa Linh 12 dặm, phía bắc đến địa giới huyện Lệ Thủy thuộc Quảng Bình 17 dặm.
pair_1041		Nguyên là đất quận Nhật Nam đời Hán, sau là đất châu Ma Linh của Chiêm Thành.
pair_1042		Đời Lý đổi làm châu Minh Linh, thời thuộc Minh đổi làm châu Nam Linh.
pair_1043		Đời Lê lại đổi làm huyện Minh Linh, thuộc phủ Tân Bình; đầu bản triều vẫn theo như thế.
pair_1044		Đầu đời Gia Long chia đặt các định, bèn trích lấy huyện này cho lệ vào dinh Quảng Trị, vẫn buồm lên đầu chữ “Quảng Bình phủ ”, đặt một Tả Tri huyện và một Hữu Tri huyện.
pair_1045		Năm Minh Mệnh thứ 3, đổi lệ vào phủ Triệu Phong.
pair_1046		Năm thứ 8 đổi Tả Hữu Tri huyện làm Tri huyện và Huyện thừa.
pair_1047		Năm thứ 11, bỏ Tri (1) Tên huyện này trước là Minh Linh, năm Ất Dậu (1885) đời Hàm Nghi vì húy chữ “minh” nên đổi gọi là Chiêu Linh.
pair_1048		Năm Thành Thái thứ 1 (1889) lai húy chữ “Chiêu”, nên đổi làm Vinh Linh.
pair_1049		117  huyện và Huyện thừa, do phủ Triệu Phong ki€m lý.
pair_1050		Năm thứ 17 đổi phủ kiêm lý huyện Đăng Xương, lại đặt Tri huyện.
pair_1051		Nguyên lãnh 5 tổng 142 xã thôn phường trang giáp.
pair_1052		Năm Minh Mệnh thứ .
pair_1053		17, trích lấy 3 tổng đổi lệ vào huyện Địa Linh mới đặt, lại đặt thêm 2 tổng, cùng với 2 tổng cũ vẫn lệ vào huyện này.
pair_1054		Nay lãnh 4 tổng 77 xã, thôn, phường, trang, gidp.
pair_1055		| .
pair_1056		HUYỆN PIA LINHTM: Cách dao 25 dặm về phía bắc, đông tây cách nhau 37 dặm, nam bắc cách nhau 33 dặm.
pair_1057		Phía đông đến biển 12 dặm, phía tây đến địa giới huyện Thành Hoá 25 dặm, phía nam đến địa giới huyện Đăng Xương 17 dặm, phía bắc đến địa giới huyện Minh Linh 16 dặm.
pair_1058		Nguyên là đất 2 huyện Đăng Xương và Minh Linh.
pair_1059		Năm Minh Mệnh thứ 17, trích lấy đặt làm huyện, thuộc phủ Triệu Phong, lãnh 4 tổng, 112 xã, thôn, phường, giáp.
pair_1060		"Năm Tự Đức thứ 5 trích lấy 22 xã, thôn phường đổi lệ vào huyện ""Thanh Hoá."
pair_1061		Năm thứ 6 bo Tri huyện, do huyện Minh Linh kiêm nhiếp.
pair_1062		Nay lãnh 4 tổng, 91 xã, thôn, phường, giáp.
pair_1063		Ly sở và trường học trước ở địa phận xã Kim Đâu, nay bỏ.
pair_1064		(1) Đời Đồng Khánh đổi làm huyện Gio Linh.
pair_1065		118 nhatthongchiT1ch.pdf HUYỆN THÀNH HOA® Cách đạo 30 dặm về phía tây nam, đông tây cách nhau 138 dặm, năm bắc cách nhau 229 đặm.
pair_1066		Phía đông đến địa giới 2 huyện Hải Lăng và Đăng Xương 20 dặm, phía tây đến địa giới châu Na Bôn 118 dặm, phía nam đến địa giới Châu Thượng Kế 210 dặm, phía bắc đến địa giới huyện.
pair_1067		Địa Linh 19 dặm.
pair_1068		Nguyên là đất Ai Lao, từ đời Lê về trước gọi là nguồn Cam Lộ, có 2 châu là Sa Bồi và Thuận Bình.
pair_1069		Châu Sa Bôi có 11 trang 60 sách, châu Thuận Bình có 19 sách 10 động.
pair_1070		Đời Hồng Đức có lệ cống thổ sản, sau Thuận Bình đổi tên là Tĩnh Yên.
pair_1071		Đầu bản triều vẫn theo như thế, cũng là cống man, các bộ lạc thì gọi là châu hoặc tổng, châu thì có sách Man, tổng thì có sách Nguồn.
pair_1072		Đầu đời Gia Long là đạo Cam Lô, đặt 1 Quản đạo và 1 Hiệp thủ, thuộc viên thì đặt 1 Cai hợp, 1 Thủ hợp và 12 lệnh, sử; người làm việc ở châu gọi là Châu quan, làm việc ở tổng gọi là Tổng quan.
pair_1073		Những cống man và thuế man danh hiệu có thể khảo được là: đạo Mường Vang, châu Sa Bôi; 2 mường Na Bôn (Tchepone) và Thượng Kế (Mường Nong), châu Tĩnh Yên; 3 mường Tả Bang (Pha Bang), Xương Thịnh (Xiêng Hem) và Tầm Bồn (Mường Phong); 8 (1) Sau là huyện Cam Lộ.
pair_1074		119  “sách Ba Lan (Pha Lan), Mường Bong (Nam Nan), Làng Thin (Mường Phin), Lang Tong, Lang Lién, Làng Tán, Lá Mit, A Di; 4 nguồn Viên Kiệu, Tầm Linh, Ô Giang, Cổ Lâm; 6 tộc Làng Hạ, Tầm La, Làng Khống, Kỳ Tháp, Hương Bạn, Làng Lục.
pair_1075		Phầm .
pair_1076		cống man gọi là châu Mường, thuế man gọi là châu Bạn.
pair_1077		Năm Minh Mệnh thứ 3, mới lấy đất sách Viên Kiệu, Tầm Linh, Làng Tổng và Làng Liên đặt làm châu Hướng Hoá, có một Tri châu, dùng Lưu quan!)
pair_1078		sung bổ và lệ vào đạo Cam lộ.
pair_1079		Năm thứ 8, sa trưởng các châu dâng sổ đinh điền và xin cho đứng vào hàng châu huyện, bèn đem một đạo Mường Vang, 7 châu Na Bôn, Thượng Kế, Tá Bang, Xương Thịnh, Tầm Bồn, Ba Lan, Mường Bổng và 1 sách Làng Thìn, cả thầy 9 cống man, đổi làm 9 châu, còn 4 nguồn, 5 sách và 6 tộc thuế man thì đổi làm 15 tổng, đều thuộc châu Hướng Hoá.
pair_1080		Các đầu mục tổng trưởng đều trao cho chức Cai tổng, 15 tổng sau hợp lại làm 9 tổng.
pair_1081		Sản vật cống và thuế do đạo Cam Lộ thu nộp.
pair_1082		Năm thứ 12 đổi đạo Cam Lộ làm phủ Cam Lộ, đặt một Tri phủ kiêm lý châu Hướng Hoá và thống hạt 9 châu.
pair_1083		Năm thứ 15, đổi châu Hướng Hoá làm huyện Thành Hoá.
pair_1084		Năm Tự Đức thứ 3, đổi làm huyện Thành Hóa.
pair_1085		Năm thứ (1) Chức quan do Triều đình bổ đến, không phải thổ quan.
pair_1086		120 nhatthongchiT1ch.pdf 5, trích lấy đất 3 huyện Địa Linh, Đăng Xương va Hải Lăng, gồm 32 xã thôn đặt một tổng Cam Đường (sau đổi là Cam Vũ), bổ vào huyện hạt.
pair_1087		Năm thứ 6, bỏ phủ Cam Lộ, đặt Tri huyện Thành Hoá.
pair_1088		Lãnh 10 tổng, 99 xã, thôn, phường, ấp.
pair_1089		CHIN CHAU KY MY® CHAU MƯỜNG VANG: Cách huyện Thành Hoá ở ngay đường về phía tây.
pair_1090		Hat châu giáp các địa giới Na Bôn, Tam Bồn, phủ Lạc Biên và nguồn An Pai, xưa là đất Ai Lao.
pair_1091		Tiên tổ tên là Sa Hôn, là con của Man trưởng Nam Nội Ổi Nô (Nam Nội Ổi Nô nguyên thuộc đất Ai Lao).
pair_1092		Man trưởng Ổi Nô sinh được 4 con, con trưởng Long Uất, con thứ Sa Hôn, con thứ nữa Sa Phô, con thứ nữa Phì Xương.
pair_1093		Khi Man trưởng Ổi Nô chết, anh em Long Uất đưa tang ra ngoài, lúc ấy, chồng người cô (không rõ tên) ở nhà, chiếm cứ lấy sách tự lập làm Man trưởng, khi anh em Long Uất trở về, hắn đóng cửa không cho vào.
pair_1094		Bọn Long Uất phải đem nhau chạy đến Mường Vang, dân man nhiều người đi theo, bèn đánh đuổi Tù trưởng Mường Vang và chiếm lấy đất.
pair_1095		Họ giao hẹn với nhau cầu đảo vị thần núi Pha Huân để bói xem trong bốn anh em người (1) Ky My nghĩa là ràng buộc một cách lỏng lẻo.
pair_1096		121  nào được ở đất này.
pair_1097		Chi một Sa Hôn bói được điềm tốt.
pair_1098		Long Uất bèn đi Na Bôn, Sa Khô đi Tầm Bồn và Phì Xương đi Thượng Kế.
pair_1099		Mấy anh em đều là ‘tay hùng trưởng, đến đâu là chiếm lấy đất, đều làm .
pair_1100		trưởng một châu.
pair_1101		Riêng Mường Vang, thì từ Sa Hôn truyền đến Sa Linh gồm 15 đời, nguyên trước là cống man.
pair_1102		Năm Minh Mệnh thứ 8, mới liệt vào hàng châu huyện, triều đình trao cho Sa Linh chức Thổ tri châu, cho họ là Lâm nối đời ở đất Phủ Cố, ruộng đất có 152 xứ, dân số có hơn 2.000 người.
pair_1103		Họ khai hoang trồng cây cấy lúa, thổ nghi hợp lúa nếp, lúa tẻ và dâu tằm, nên thu được nhiều lợi.
pair_1104		Năm Minh Mệnh thứ 12 định lệ mỗi năm nộp thuế bằng bạc mỗi người 2 đồng cân, lại định 3 năm một lần vào chầu (8 châu khác cũng thế).
pair_1105		Sau nhân dân xiêu tán hiện chỉ còn 47 người.
pair_1106		CHAU NA BÔNG) Cách huyện 5 ngày đường về phía tây và ở về phía bắc châu Làng Thìn.
pair_1107		Hạt châu giáp các địa giới AI Lao, Xương Thịnh, Thượng Kế và Mường Vang, rộng ngang với đất châu Mường Vang.
pair_1108		Nguyên thuộc đất châu Sa Bôi, tiên tổ là Long Uất, con cả của ‘Man trưởng Ổi Nô, mở mang từ đời Long Uất, truyền (1) Tức Sê Pôn.
pair_1109		122 nhatthongchiT1ch.pdf đến Sa Chế gồm 15 đời, nối đời nộp cống, nguyên gọi là Cha Bôn, năm Minh Mệnh thứ 4 đổi tên hiện nay.
pair_1110		Năm thứ 8, liệt vào hàng châu huyện, đổi cho Sa Chế làm Thổ tri châu, cho họ là Thạch, đời đời ở bờ sông Na Bôn, ruộng đất có 140 xứ, dân số có hơn 2.000 người, sau bị xiêu tán, số đinh sút kém, hiện chỉ còn 341 người.
pair_1111		CHAU THƯỢNG KE®: .
pair_1112		Cách huyện 7 ngày đường về phía tây nam va ở phía nam Mường Vang.
pair_1113		Hạt châu giáp các địa giới Na Bôn, Làng Thuận và Mường Mẫn.
pair_1114		Nguyên trước thuộc châu Sa Boi, tiên tổ là Phi Xương, con út của Man trưởng Ổi Nô.
pair_1115		Từ Phì Xương truyền đến Sa Phủ gồm 12 đời, trước vẫn là cống man.
pair_1116		Năm Minh Mệnh thứ 8, mới liệt vào hàng châu huyện, đổi cho Sa Phủ làm Thổ tri châu, cho họ là Khưu, nối đời ở sông La Nộn.
pair_1117		Đất ở chân núi cao ráo, ruộng đất có 140 xứ, dân số có 1.500 người, sau xiêu tấn dần, hiện chi còn .
pair_1118		260người.
pair_1119		CHAU TAM BON: Cách huyện 10 ngày đường ở lệch về phía tây bắc và ở phía bắc châu Ba Lan.
pair_1120		Hạt châu giáp các (1) Tức Mường Nong.
pair_1121		(2) Tức Mường Phong.
pair_1122		123  dia giới sông Khung, Ba Xắc, Ba Lan và Mường Vang rộng ngang với đất châu Mường Vang, nguyên thuộc châu Tĩnh An, tiên tổ là Sa Khô, con thứ của Man trưởng Oi Nôi.
pair_1123		Từ khi Sa Khô mở mang đất này, ngày thêm rộng lớn, kiêm tính được đất 4 chau’ Ba Lan, Mường Bổng, Tá Băng và Xương Thịnh.
pair_1124		Sai con cả là Pha Nô Khâm Mang ở Mường Bổng, con thứ là Pha Nha Cứ Hùm ở Xương Thịnh, con thứ nữa là Sa Khâm ở Tá Bang, lại con thứ nữa là Sa Kiệu ở Ba Lan, còn Sa Khô thì tự ở Tầm Bồn.
pair_1125		Sau khi Sa Khô chết, người cháu ngoại là Sa Khẩu thừa kế, truyền đến Sa Nội, gồm 14 đời.
pair_1126		Nguyên trước tên là Tầm Bồn, năm Minh Mệnh thứ 4, đổi tên hiện nay, vẫn liệt vào hàng cống man.
pair_1127		Năm thứ 8 mới liệt vào hàng châu huyện, đổi cho Sa Nội làm Thổ tri châu, cho họ là Hướng, nối đời ở bờ sông Tầm Bồn.
pair_1128		Địa thế bằng phẳng, không có núi rừng, ruộng đất có 43 xứ, dân số có 1.100 người, thổ sản rất nhiều, muối, cau, voi, ngựa, trâu, bò, cá sấu, cá qua.
pair_1129		Sau nhân dân xiêu tấn, chưa hồi phục hết.
pair_1130		CHAU MƯỜNG BONG® Cách huyện 12 ngày đường, ở lệch về phía tây nam và ở phía nam châu Tâm Bồn.
pair_1131		Hạt châu giáp (1) Tức Nam Nan.
pair_1132		124 nhatthongchiT1ch.pdf các dia giới sông Khung, Ba Lan, Tầm Bồn và Na Bôn, rộng ngang với châu Tầm Bồn, nguyên trước thuộc châu Tĩnh An.
pair_1133		Tiên tổ là Pha Nô Khâm Mang, con cả của Sa Khô.
pair_1134		Từ Khâm Mang truyền đến Sa Uân, gồm 8 đời.
pair_1135		Trước là cống man, cùng Tầm Bồn chung một sổ sách.
pair_1136		Năm Minh Mệnh thứ 8 mới liệt vào hàng châu huyện đứng riêng làm 2 châu, đổi cho Sa Uân làm Thổ tri châu, cho họ là Cốc, nối đời ở đất Nộn Khu.
pair_1137		Địa thế bằng phẳng, không có núi rừng, ruộng đất có 40 xứ, thổ sản có nhiều muối, cau, lúa nếp, trâu, bò, phần dân số có 440 người, ít lâu sau xiêu tán, không được như trước.
pair_1138		CHAU BA LAN“) Cách huyện 15 ngày đường, ở về phía tây nam.
pair_1139		Hạt châu gần sông Khung và giáp địa giới nước Xiêm La, lại giáp các địa giới Tầm Bồn, Mường Bổng, Na Bôn, Mường Vang.
pair_1140		Nguyên thuộc châu Tĩnh An, tiên tổ là Sa Kiệu, con thứ tư của Sa Khô.
pair_1141		Từ Sa Kiệu truyền đến Sa Ngân gồm 7 đời.
pair_1142		Trước đây là cống man, cùng Tầm Bồn chung sổ sách.
pair_1143		Năm Minh Mệnh thứ 8, mới liệt vào hàng châu huyện, đổi cho Sa Ngân làm Thổ tri châu, cho họ là Đồng, nối đời ở bờ sông Trình Thôi.
pair_1144		Địa thế bằng phẳng, không có núi rừng, ruộng đất có 43 xứ; thổ (1) Tức Pha Lan.
pair_1145		125  sản cũng như Tầm Bồn, dân số có hon 1.000 người, sau xiêu tấn, chưa hồi phục hết.
pair_1146		"CHAU TA BANG"": Cách huyện 6 ngày đường ở về phía tây chau Na Bôn."
pair_1147		Hạt châu giáp các địa giới Mường Vang, Xương Thịnh, Làng Liên và Ô Giang.
pair_1148		Nguyên trước thuộc châu Tĩnh An.
pair_1149		Tiên tổ là Sa Khâm, con thứ ba của Sa Khô.
pair_1150		Từ Sa Khâm truyền đến Sa Chiêu gồm 7 đời.
pair_1151		Tên châu nguyên trước là Phá Băng, năm Minh Mệnh thứ 4 đổi tên hiện nay.
pair_1152		Năm thứ 8, mới liệt vào hàng châu huyện, đổi cho Sa Chiêu làm Thổ tri châu, cho họ là Lĩnh, nối đời Ở bờ sông Tá Bang.
pair_1153		Địa thế ở chân núi cao ráo, ruộng đất có 12 xứ, dân số có hơn 300 người, sau xiêu tán dần, hiện chỉ còn 39 người.
pair_1154		CHAU XƯƠNG THỊNH©): Cách huyện 7 ngày đường về phía tây nam và ở phía tây châu Tá Bang.
pair_1155		Hạt châu giáp các địa giới Mường Vang, Na Bon, Tá Bang và Làng Liên, nguyên thuộc châu Tĩnh An.
pair_1156		Tiên tổ là Pha Nha Cứ Hùm, con thứ hai của Sa Khô, từ Pha Nha Cứ Hùm truyền đến Sa Khả gồm 7 đời.
pair_1157		Tên châu nguyên là Xương (1) Tức Pha Bang.
pair_1158		(2) Tức Xiêng Hem.
pair_1159		126 nhatthongchiT1ch.pdf Cum, năm Minh Mệnh thứ 4 đối tên hiện nay.
pair_1160		Năm thứ 8, liệt vào hàng châu huyện, đối cho Sa Khả làm Thổ tri châu, cho họ là Sơn, nối đời ở bờ sông Xà Mâu.
pair_1161		Địa thế khô rắn và ít màu, ruộng đất có 10 xứ, dân số có hơn 200 người, sau xiêu tán, hiện mới hồi phục được 21 người.
pair_1162		CHAU LANG THIN®: Cách huyện 8 ngày đường về phía tây, ở phía đông châu Thượng Kế, nguyên thuộc châu Tĩnh Yên.
pair_1163		Tiên tổ là Pha Nha Phó, con thứ cứ Long Uất.
pair_1164		Trước kia anh em Pha Nha Phó tranh nhau, Phó bèn cùng những người theo mình lánh đến ở địa phận châu Ba Lan.
pair_1165		Châu trưởng cho ở đất Na Doan, Phó bèn dựng nhà ở đấy, còn thổ mục và man định đi theo thì ở đất khe Xà Cơ thuộc Na Bôn để phục dịch Phó, chỗ ở của họ cách Na Đoan nửa ngày đường.
pair_1166		Từ Pha Nha Phó truyền đến Sa Đôn gồm 6 đời.
pair_1167		Đất này nguyên trước là một sách, năm Minh Mệnh thứ 4 thăng làm châu.
pair_1168		Năm thứ 8, liệt vào hàng châu huyện, đổi cho Sa Đôn làm Thổ tri châu, cho họ là Thiết.
pair_1169		Trước không có phần đất, chỗ đất ở nhờ có 6 xứ ruộng, số dân trước có hơn 200 người; hiện còn 78 người.
pair_1170		(1) Tức Mường Phin.
pair_1171		127  Xét: năm Minh Mệnh thứ 8, số dân định của 9 châu là 10.733 người, ruộng 922 xứ, từ khi liệt vào biên hộ, thường bị xiêu tấn, hiện số định chỉ con 186 người, số ruộng 612 xứ.
pair_1172		HÌNH THẾ Phía đông giáp biển lại có các phá, phía tây dựa núi, núi rừng chập chùng.
pair_1173		Phá Tam Giang ở phía bắc, phá Hà Trung ở phía đông, các núi nguồn Tả Trạch vòng quanh ở phía nam, các núi nguồn Hữu Trạch giăng dài ở phía hữu.
pair_1174		Núi sông bao quanh, ruộng nương mau mỡ, vừa giáp biến, vừa gần núi, nên cá tôm, gỗ lạt, không sao dùng hết, thật là kho tàng của trời.
pair_1175		Núi cao thì có Thương Sơn, Ngự Bình, Ngọc Trần, Ứng Đôi, Hải Vân và Tá Linh.
pair_1176		Sông lớn thì có Hương Giang, Phú Ốc, Lương Điền, Thạch Hin, Lợi Nông, Vĩnh Định (xem phần “Sơn Xuyên”).
pair_1177		Nơi hiểm yếu, thì có thành Trấn Hải, cửa Hải Sơn, Cửa Hải Vân là Thiên hạ đệ nhất hùng quan, bảo Hưng Bình, bảo Du Mộc, khống chế mặt đông nam, bảo Cam Lộ, bảo Trấn Lao ngăn chẹn mặt tây bắc.
pair_1178		Cửa biển Thuận An thuyền ghe tấp nập, giao thông với các xứ, các nguồn.
pair_1179		Tả hữu, ngàn khe liên tiếp, khống chế các rợ Man.
pair_1180		Chỗ bằng chỗ hiểm xen nhau, thủy thổ lại lành, rất tiện cho bốn phương tụ họp.
pair_1181		Địa điểm xây dựng đô thành từ xưa không đâu hơn chỗ này.
pair_1182		128 nhatthongchiT1ch.pdf KHÍ HẬU Bốn mùa thường ấm, đầu mùa xuân đào đã trổ hoa, tháng giêng tháng 2 khí trời hòa ấm, cau bắt đầu ấp be, tục gọi là “gió cau chửa”.
