id,sentence
q10_11_page_30-0007,"Ở phía nam phủ. Triều Nguyễn thuở đầu trung-hưng, công-thần Châu-Văn-Tiếp khởi nghĩa-kỳ tại đây."
q10_11_page_30-0008,"Gần đấy có núi Thạch-Tượng, lại có núi Vân-Hòa."
q10_11_page_30-0009,Ở phía tây-nam phủ là nơi nhà vườn của ông Châu-Văn-Tiếp.
q10_11_page_30-0010,"Phía nam phủ có núi Yêu-Mang, tiếp đến núi Bà."
q10_11_page_30-0011,"Phía đông có núi Thạch-Lâu, gần đấy lại có núi Phú-Sùng và núi Long-Sơn."
q10_11_page_30-0012,NÚI MỸ-THẮNG
q10_11_page_30-0013,Ở phía đông phủ. Phía nam giáp biển.
q10_11_page_30-0014,"Núi có nhiều dốc đá, trên dốc có ngôi chùa."
q10_11_page_30-0015,Gần đấy có núi Chóp-Vung.
q10_11_page_30-0016,GÒ AN-SƠN
q10_11_page_30-0017,Ở phía tây nam phủ Tuy-Hòa.
q10_11_page_30-0018,"Trên gò có khe, tên là Trọc-Khê (Khe đục)."
q10_11_page_30-0019,"Phía tây gần núi Thị-Độc, phía nam núi có khe tên là Tích-Lô-Khê (Khe Lô-Thiếc)."
q10_11_page_31-0001,ĐẢO BÀN-THAN
q10_11_page_31-0002,"Ở phía bắc huyện Đồng-Xuân, trong vùng biển Cù-Mông; chu-vi 200 trượng, nổi cao trên mặt nước hơn 9 trượng."
q10_11_page_31-0003,Các núi ở cửa biển Cù-Mông đều triều hướng về đây.
q10_11_page_31-0004,"Thuở đầu trung-hưng, Thế-Tổ Cao-Hoàng-Đế có đến ở đảo ấy, sau khi đại-định sai dựng đền Biểu-Trung trên đảo."
q10_11_page_31-0005,ĐẢO THAN
q10_11_page_31-0006,Hòn đảo nhỏ ở ngoài biên thuộc phủ Tuy-Hòa.
q10_11_page_31-0007,"Trên đảo có hòn đá lớn, khắc 1 chữ «Nan» (Nan có nghĩa là khó) không biết khắc từ đời nào."
q10_11_page_31-0008,GÀNH ĐẠI-BÀ
q10_11_page_31-0009,Ở phía đông huyện Đồng-Xuân.
q10_11_page_31-0010,"Phía nam có Lãnh-Úc (Vũng-Lãnh) phía bắc có Tích-Đà (Lạch-Tích), gần đấy có đảo Thanh-Châu, tục danh là Cù-Lao."
q10_11_page_31-0011,SÔNG ĐÀ-DIỄN
q10_11_page_31-0012,"Ở phía nam phủ Tuy-Hòa, có tên nữa là sông Đà-Lăng (tục gọi Đà-Rằng)."
q10_11_page_31-0013,"Phát nguyên trong động mọi, phía tây núi Phước, chảy xuống hướng đông làm sông Thạch-Hãn (sông này có nhiều hòn đá hình quái lạ cản ngang giữa sông nên gọi tên ấy)."
q10_11_page_31-0014,"Quanh qua hướng nam đến phía nam xã Thạch-Thành, thì có sông Hương-Sơn (đầu nguồn ở núi Bình-An) chảy ra phía đông-bắc độ 2 dặm rồi nhập với sông này; lại chuyển xuống phía đông đến thôn Bảo-Tháp, lại có sông Bảo-Tháp (đầu nguồn ở núi Phú-Cốc) nhập vào, rồi chảy xuống đông 16 dặm đổ ra cửa biển Đà-Diễn."
q10_11_page_31-0015,"Sông này rộng 133 trượng, giữa dòng có nhiều gò cát."
q10_11_page_32-0001,"Đầu niên-hiệu Gia-Long được liệt-kê vào Tự-điền, Xét «Hoàn-Vương-truyện» trong Đường-thư chép: «Vua Lâm-Ấp chạy vào nam đến châu Đà-Lãng», tức là chỗ này."
q10_11_page_32-0002,"Đầu lúc trung-hưng, Võ-Văn-Lượng chém tướng giặc là Đô-đốc Phụng ở đây"
q10_11_page_32-0003,SÔNG BÀN-THẠCH
q10_11_page_32-0004,"Ở phía nam phủ Tuy-Hòa, có 2 ngả nguồn: 1 nguồn phát ra từ núi Phố Chiêm chảy ra phía bắc hiệp với sông Dương, quanh phía đông núi Hấp-Hấp đến phía tây núi Ngọc-Lâm Uyên-Chánh, rồi chảy vô nam đến thôn Hội-An."
q10_11_page_32-0005,"1 nguồn từ núi Phú-Mỹ chảy xuống đông quanh ra bắc đến thôn Hội-An hiệp làm ngã ba sông Hội-An, lại chảy xuống đông 30 dặm phóng ra cửa biển Đà-Nung."
q10_11_page_32-0006,"Sông này có cá sấu thường làm hại dân, năm Minh-Mạng thứ 5 (1824) vua hạ chiếu khiến ai bắt được thì có cấp thưởng."
q10_11_page_32-0007,"Sách «Dư-Địa-Chi» của Nguyễn-Trãi chép: sông Phan-Định tiếp-giáp địa-giới phủ Hoài-Nhơn có 3 con sư-tử nước, hay lấy đuôi đánh vào ghe thuyền làm cho nổi sóng rầm rộ."
q10_11_page_32-0008,"Khi ông Lý-Thường-Kiệt đi đánh Chiêm-Thành đến sông này qua không được, bèn tâu xin phong cho 3 sư-tử làm «Hiệu-Thuận tam-thần» (3 thần qui-thuận) 3 sư-tử ấy nổi lên mặt sông nghe lời tuyên phong, rồi ông kéo quân qua không bị trở ngại chi nữa."
q10_11_page_32-0009,Sông Phan-Định nói trên nghi là con sông này.
q10_11_page_32-0010,SÔNG PHÚ-NGÂN
q10_11_page_32-0011,"Ở 2 xã Phú-Mỹ và Ngân-Sơn, phía nam phủ Tuy-An."
q10_11_page_32-0012,"Có một tên gọi sông An-Mỹ, và một tên nữa là sông Cây-Dừa."
q10_11_page_32-0013,"Sông này có 3 ngả nguồn: 1 từ trong động mọi chảy xuống đông vào huyện hạt; 1 từ phía bắc núi Vân-Trúc, và 1 từ phía đông-nam núi Thạch-Lãnh, đều đến phía tây phủ, hiệp làm sông La-Hai, chảy xuống đông đến xã Phú-Mỹ làm sông Phú-Ngân; có 1 ngọn khe từ phía tây-bắc An-Sơn nhập vào, lại chảy vào nam chia ra làm 3 sông: 1 sông chảy vào nam 9 dặm đến đầm Hà-Thanh, lại chảy 5 dặm nữa nhập vào vũng biển Phú-Sơn; 1 sông chảy xuống đông 9 dặm làm sông Sơn-Trà và một sông chảy xuống đông 9 dặm đến đầm Hà-Bá rồi 2 sông này đều chảy ra cửa biển Xuân-Đài."
q10_11_page_33-0001,SÔNG LONG-BÌNH
q10_11_page_33-0002,Ở phía bắc huyện Đồng-Xuân (những sông sau đây cũng thuộc huyện này) tục danh Sông-Cầu.
q10_11_page_33-0003,Phát nguyên từ núi Long-Bình chảy xuống đông 9 dặm vào cửa biển Vũng-Lâm.
q10_11_page_33-0004,VŨNG BIỂN CÙ-MÔNG
q10_11_page_33-0005,"Ở phía bắc huyện, phía đông núi Cù-Mông, chu vi 90 dặm."
q10_11_page_33-0006,"Bãi cát bao quanh, trong nhiều cồn đảo, có đền Biểu-Trung ở đấy."
q10_11_page_33-0007,"Lại có đầm Cù-mông ở thôn Diêm-Trường phía nam núi Cù-Mông, tục hiệu là Vũng-Múi."
q10_11_page_33-0008,VŨNG BIỂN VŨNG-LÂM
q10_11_page_33-0009,"Ở phía đông huyện Phía bắc có núi Động-Tranh, phía đông có đảo Yến."
q10_11_page_33-0010,"Lại có vùng biển Quán-Chùa ở phía đông Vũng-Lâm, trong có 1 đảo tên là Hòn-Giang."
q10_11_page_33-0011,VŨNG BIỂN XUÂN-ĐÀI
q10_11_page_33-0012,"Ở phía đông phủ Tuy-An, phía bắc giáp biển khoi."
q10_11_page_33-0013,"Gần đấy có Vũng-La, Vũng-Sứ, và Vũng-Trào có tên là đầm Phường-Câu, ở thôn Tiên-Châu."
q10_11_page_33-0014,VŨNG BIỂN PHÚ-SƠN
q10_11_page_33-0015,"Ở thôn Phú-Sơn phía đông phủ Tuy-An, chảy ra cửa biển Phú-Sơn, có một tên gọi là đầm Ô-Loan."
q10_11_page_34-0001,KHE BÀ-HÁI
q10_11_page_34-0002,"Ở chân núi Thạch-Bi, phía nam phủ Tuy-Hòa, chu-vì 120 trượng, bề ngang 13 trượng."
q10_11_page_34-0003,Bên hồ có đền Thiên-Y ở đấy.
q10_11_page_34-0004,"Hồ này phía bắc thông với sông Đà-Nùng rồi chảy ra biển, nước sâu, bùn trôi lộn vào cũng không đục."
q10_11_page_34-0005,"Ở trong có nhiều cá sấu, nhưng cá này không quấy bại gì."
q10_11_page_34-0006,VỰC CÔNG
q10_11_page_34-0007,"Ở thượng-lưu sông Đà-Diễn, trên vực có nhiều chim công, nên gọi tên ấy."
q10_11_page_34-0008,KHE THẠCH-BÀN
q10_11_page_34-0009,Ở phía nam huyện Đồng-Xuân.
q10_11_page_34-0010,"Bốn phía đều là núi, ở giữa có khe nước tuôn ra, chảy vào sông An-Mỹ."
q10_11_page_34-0011,ĐẦM ĐÔNG-AN
q10_11_page_34-0012,"Thuở trước gọi là rạch (hay lạch) Đông-An, niên-hiệu Minh-Mạng đổi tên là đầm Đông-An, lại có đầm Thanh-Tân đều ở huyện hạt Đồng-Xuân."
q10_11_page_34-0013,"Có đầm Yến-Sơn ở ngoài biên trước kia gọi là Chóp-Yến, trong niên-hiệu Minh-Mạng được đổi lại tên Yến-Sơn."
q10_11_page_34-0014,ĐẦM PHÚ-LONG
q10_11_page_34-0015,"Ở phía đông núi Long-Sơn huyện Đồng-Xuân, tục-danh"
q10_11_page_36-0001,CỔ TÍCH
q10_11_page_36-0002,THÀNH CŨ AN-NGHIỆP
q10_11_page_36-0003,"Ở xã An-Nghiệp phủ Tuy-Hòa, phía bắc sông Đà-Diễn, chu-vi 140 trượng."
q10_11_page_36-0004,"Tương truyền thành này do người Chiêm-Thành xây đắp, tục danh là thành Hồ."
q10_11_page_36-0005,"Thuở đầu khai-quốc (triều chúa Nguyễn) Lương-Văn-Chánh bạt phá thành này, nay nền cũ vẫn còn."
q10_11_page_36-0006,THÀNH CŨ CHIÊM-THÀNH
q10_11_page_36-0007,"Ở trên núi Bảo-Tháp, phía đông phủ Tuy-Hòa, cao 4 trượng, trông thế cao vót."
q10_11_page_36-0008,"Tương truyền Vương-Hậu Chiêm-Thành mất, chôn dưới tháp ấy."
q10_11_page_36-0009,Phía trước có sơn-từ Chúa-Thiết.
q10_11_page_37-0001,ĐÀN MIẾU
q10_11_page_37-0002,"VĂN MIẾU, KHẢI-MIẾU"
q10_11_page_37-0003,2 miếu này đều ở thôn Hội-Tín.
q10_11_page_37-0004,"Thuở trước ở xã Ngân-Sơn, năm Thành-Thái thứ 11 (1899) được dời đến đây."
q10_11_page_37-0005,Nguyên là văn-miếu của phủ Tuy-An.
q10_11_page_37-0006,"Lại có văn-miếu phủ Tuy-Hòa ở thôn Cầm-Sơn, do thân-sĩ trong hạt quyên tiền xây cất vào năm Thành-Thái thứ 15 (1903)."
q10_11_page_37-0007,"Văn-miếu huyện Đồng-Xuân, ở thôn Triều-Sơn nguyên trước ở thôn Bình-Thạnh do thân-hào trong hạt Đồng-Xuân hiệp với thân-hào phủ Tuy An xây cất vào năm Tự-Đức thứ 26 (1873)."
q10_11_page_37-0008,Năm Thành-Thái thứ 16 (1904) dời đến đây.
q10_11_page_37-0009,MIẾU HỘI-ĐỒNG VÀ MIẾU THÀNH-HOÀNG
q10_11_page_37-0010,2 miếu này đều ở thôn Long-Uyên phủ Tuy-An.
q10_11_page_37-0011,ĐÀN XÃ-TẮC
q10_11_page_37-0012,Ở thôn Long-Bình huyện Đồng-Xuân.
q10_11_page_37-0013,"Nguyên trước ở thôn Phú-Mỹ, năm Thành-Thái thứ 11 (1899) dời đến đây."
q10_11_page_37-0014,ĐÀN SƠN-XUYÊN
q10_11_page_37-0015,"Ở thôn Phước-Lý. Nguyên trước ở thôn Long-Uyên, năm Thành-Thái thứ 11 dời tới đây."
q10_11_page_37-0016,"ĐÀN NGHINH-XUÂN, ĐÀN LỆ-TẾ"
q10_11_page_37-0017,Đàn Nghinh-Xuân và đàn Lệ-Tế (tức đàn tế âm-hồn) đều ở thôn Long-Bình.
q10_11_page_37-0018,ĐỀN BIỂU-TRUNG.
q10_11_page_37_38-0001,Ở trên hòn đảo giữa vùng biển thuộc thôn Vĩnh-Cửu HUYỆN Đồng-Xuân.
q10_11_page_38-0001,Đền thờ các tướng sĩ trận-vong buổi đầu trung-hưng hơn 500 người.
q10_11_page_38-0002,"Nguyên gọi là «Cù-Mông công-thần miếu» dựng năm đầu Gia-Long (1802), năm Tự-Đức thứ 4 (1851) đổi lại tên này."
q10_11_page_38-0003,ĐỀN LƯƠNG QUẬN. CÔNG
q10_11_page_38-0004,Ở xã Phụng-Tường phủ Tuy-Hòa.
q10_11_page_38-0005,"Đền thờ «Tiền-trấn dinh Tham-tướng gia tặng Thượng-đẳng-thần Lương-Quận-công Văn-Chánh», gặp năm hạn-hán cầu đảo thường thấy có ứng hiện Triều Nguyễn thường gia phong-tặng."
q10_11_page_38-0006,ĐỀN THẦN THIÊN. Y
q10_11_page_38-0007,"Ở dưới núi Đại-Lãnh phía nam phủ Tuy-Hòa, phía là đường trạm; thờ «Thiên-Y-A-Na Diễn-Ngọc-Phi, gia tặng Thượng đẳng thần» thường có những hiện-tượng linh ứng."
q10_11_page_38-0008,Lại có đền khác ở phía bắc núi Linh.
q10_11_page_38-0009,"Từ, huyện Đồng-Xuân và một đền nữa ở phía nam núi Phú-Cốc Triều Nguyễn thường gia phong-tặng, sự tích có nói rõ trong «Khánh-Hòa-Tỉnh-Chí»."
q10_11_page_38-0010,ĐỀN THẦN SƯ-LOAN
q10_11_page_38-0011,Ở phía đông núi Thạch-Tượng phủ Tuy-Hòa: thờ thần Sư-Loan.
q10_11_page_38-0012,Tương truyền trước kia ngài làm chức Đội-trưởng thuộc đạo binh do Quận-công Lương-Văn-Chánh chỉ huy.
q10_11_page_38-0013,Đội trưởng mất tại nơi đây và trở nên hiền linh.
q10_11_page_38-0014,"Sau có Tướng-quân tên là Ngũ đi đánh giặc ngang qua đây, đóng quân nghỉ, ban đêm mộng thấy 1 ông già chống gậy đến, chỉ thị trận thế, ông Ngũ hỏi danh-hiệu thì ông tự xưng là «Sư-Loan tướng-quân»."
q10_11_page_38-0015,"Khi thức giấc dậy, ông Ngũ để tâm ghi nhờ, và đến khi đối địch, thấy trận thế bài bố y như trong giấc mộng."
q10_11_page_38-0016,"Sau thắng trận về, ông Ngũ lập đền thờ thường thấy có linh ứng."
q10_11_page_38-0017,Triều Nguyễn thường gia phong-tặng.
q10_11_page_39-0001,ĐỀN THẦN MINH-OAI
q10_11_page_39-0002,"Ở xã Ngân Sơn phủ Tuy-An, thờ «Minh-Oai Phương-Đường Phu-Nhân»."
q10_11_page_39-0003,"Tuơng truyền ngài là con gái vua Lê Thánh-Tôn, thường tỏ ra có linh ứng."
q10_11_page_39-0004,Triều Nguyễn thường gia phong-tặng.
q10_11_page_39-0005,ĐỀN THẦN THIẾT-BÀ
q10_11_page_39-0006,"Ở trên núi Bảo-Tháp phía đông phủ-lỵ Tuy-Hòa, thờ thần «Thượng-Đĩnh-Chúa Thiết Bà»."
q10_11_page_39-0007,Đền có linh-ứng và triều Nguyễn thường gia phong-tặng.
q10_11_page_40-0001,CHÙA CHIỀN
q10_11_page_40-0002,CHÙA BÁT-NHÃ
q10_11_page_40-0003,"Ở trên núi Long Sơn thuộc thôn Mỹ-An huyện Đồng-Xuân, không biết làm vào đời nào."
q10_11_page_40-0004,"Ở đây rừng cây sầm-uất, xa cách xóm làng, chùa chỉ vài gian, cảnh trí thâm-u tịch mịch."
q10_11_page_40-0005,Người thôn ấy là Nguyễn-Giác-Ngộ trụ-trì ở đấy (có nói rõ ở trong mục Nhân-Vật Chí).
q10_11_page_40-0006,CHÙA LINH-QUANG
q10_11_page_40-0007,"Ở trên núi Xuân-Đài huyện Đồng-Xuân, không biết làm vào đời nào."
q10_11_page_40-0008,"Niên-hiệu Thiệu-Trị thứ 2 (1842) thầy tu là Nguyễn-Quảng-Giác xây sửa lại, cảnh trí u-nhã, có bia ghi sự tích để tại chùa."
q10_11_page_40-0009,CHÙA KIM-CƯƠNG
q10_11_page_40-0010,"Ở phía đông phủ-lỵ Tuy-Hòa, phía nam núi Bảo-Tháp."
q10_11_page_40-0011,CHÙA HANG-ĐÁ
q10_11_page_40-0012,Ở phía đông xã Thuận-An huyện Đồng-Xuân.
q10_11_page_40-0013,"Có hòn núi đứng cô-quạnh, trên núi có hang đá, ngày xưa có dã-tăng (thầy chùa ở thôn-dã) trụ-trì ở đấy, nay đã bỏ."
q10_11_page_41-0001,QUAN TẤN
q10_11_page_41-0002,NGUỒN HÀ-DUY
q10_11_page_41-0003,"Ở xã Phú-Thành phía tây huyện Đồng-Xuân, trước có giao-dịch-trường và thủ-sở (1) ở đấy."
q10_11_page_41-0004,"Nước nguồn này từ trong hang núi chảy ra, qua thành cũ rồi phóng ra cửa biển Xuân-Đài."
q10_11_page_41-0005,Phía bắc có đồn Thạch-Lãnh ở xã Phước-Đức phía tây có đồn Kỳ.
q10_11_page_41-0006,"Lộ ở thôn Phú-Thành, phía nam có đồn Vân-Túc ở thôn Hà. Nguyên."
q10_11_page_41-0007,Thiết-lập năm Minh-Mạng thứ 3 (1822) (các cơ sở kể sau đây cũng thiết lập vào năm này).
q10_11_page_41-0008,"Khi trước có chức Tấn-thủ Thừa-biện, nay bãi bỏ."
q10_11_page_41-0009,NGUỒN THẠCH- THÀNH
q10_11_page_41-0010,"Ở xã Thạch-Thành phía tây phủ Tuy-Hòa (thuộc hạt Sơn-Hòa), trước có giao-dịch-trường và thủ-sở ở đấy."
q10_11_page_41-0011,Nước nguồn này từ sông Ba chảy qua phía nam phủ Tuy-Hòa rồi phóng ra cửa tấn Đà-Diễn.
q10_11_page_41-0012,"Trước có chức Tấn-thủ Thừa-biện, nay đã bãi bỏ."
q10_11_page_41-0013,CỬA TẤN CÙ-MÔNG
q10_11_page_41-0014,"Ở xã Vĩnh-Cửu phía bắc huyện Đồng-Xuân, rộng 380 trượng; khi nước lên sâu 1 trượng 5 thước, nước ròng sâu 1 trượng 2 thước."
q10_11_page_41-0015,"Trước có tấn-thủ, nay giảm bỏ, đặt làm sở Thương-chánh."
q10_11_page_41-0016,CỬA TẤN XUÂN-ĐÀI
q10_11_page_41-0017,Ở thôn Tiên-Châu phủ Tuy-An.
q10_11_page_41-0018,Trước kia tên là cửa (1) Thủ-sở: sở đồn canh giữ.
q10_11_page_42-0001,"Bà-Đài, đầu niên-hiệu Minh-Mạng, đổi lại tên này."
q10_11_page_42-0002,"Cửa tấn này rộng 50 trượng, khi nước lên sâu 1 trượng, nước ròng sâu 8 thước."
q10_11_page_42-0003,"Thuở đầu trung hưng, Thế-Tổ Cao-Hoàng-Đế đóng binh tại đây để ra đánh Qui-Nhơn."
q10_11_page_42-0004,"Các quan đi theo có phú thơ như sau «Duyệt nguyệt chu-sư bạc tiều-thành, Bà-Đài ngạn thượng thả hưu binh»."
q10_11_page_42-0005,(Trải tháng chu-sư đậu ở tiều-thành.
q10_11_page_42-0006,Lên bờ biển Bà-Đài để tạm nghỉ binh) Câu thơ này là đề kỷ-sự vậy.
q10_11_page_42-0007,"Cửa này khi trước có tấn thủ, nay giảm bỏ."
q10_11_page_42-0008,CỬA TẤN PHÚ-SƠN
q10_11_page_42-0009,Ở xã Thạnh-Lễ phía đông phủ Tuy-An.
q10_11_page_42-0010,"Nơi cửa biển có đảo Nhự-Hải (1), tục danh cửa tấn Mái-Nhà (1), đầu niên-hiệu Minh-Mạng được đổi lại tên này."
q10_11_page_42-0011,"Cửa tấn rộng 48 trượng, khi nước lên sâu 2 thước 2 tấc, nước ròng sâu 1 thước 5 tấc, khi trước có tấn-thủ ở đấy, nay đã giảm bỏ."
q10_11_page_42-0012,"Năm Minh-Mạng thứ 3 (1822) nước lụt xoi mở ra cảng mới, rộng 24 trượng, sâu 1 trượng 1 thước, cách cảng cũ hơn 1010 trượng."
q10_11_page_42-0013,CỬA TẤN ĐÀ-DIỄN
q10_11_page_42-0014,"Ở xã Phú-Câu phía đông phủ Tuy-Hòa, rộng hơn 15 trượng; khi nước lên sâu 5 thước, nước ròng sâu 4 thước 8 tấc."
q10_11_page_42-0015,"Thuở trước gọi là cửa Đà-Rằng, khi đầu khai-quốc được đổi lại tên này."
q10_11_page_42-0016,"Trước có đặt tấn-thủ, nay đã giảm bỏ, đặt làm sở (1) đây có lẽ là chữ gia mà viết lạc làm chữ nhự, chữ nôm thường dùng chữ gia làm chữ nha nên mới có tục danh là cửa tấn Mái-Nhà"
q10_11_page_43-0001,CỬA TẤN VŨNG-LÂM
q10_11_page_43-0002,"Ở thôn Tân-Thạnh huyện Đồng-Xuân, rộng 318 trượng."
q10_11_page_43-0003,"Khi nước lên sâu 1 trượng 5 thước, nước ròng sâu 1 trượng."
q10_11_page_43-0004,"Trong cửa tấn, dân-cư dựa theo núi ở bên bờ biển, khách buôn tụ tập, nhà cửa tốt đẹp hơn cả trong hạt."
q10_11_page_43-0005,"Thuở trước có đặt tấn-thủ, nay giảm bỏ, đặt sở Thương-chánh."
q10_11_page_43-0006,CỬA TẤN ĐÀ-NÙNG
q10_11_page_43-0007,"Ở xã Phú-Lạc phía đông-nam phủ Tuy-Hòa, rộng 28 trượng 8 thước; khi nước lên sâu 4 thước 4 tấc, nước ròng sâu 3 thước 5 tấc."
q10_11_page_43-0008,Thuở trước có tấn-thủ nay giảm bỏ.
q10_11_page_43-0009,"ĐồN PHƯỚC-SƠN Ở thôn Cung-Sơn huyện Sơn-Hòa, đặt năm Minh-Mạng thứ 5, nay giảm bỏ (Xét: phía tây đồn Phước-Sơn có 1 con đường thông đến đất mọi Nam-Bàn, đi 6 ngày đường đến địa giới 2 nước Thủy-Xá và Hồa-Xá)."
q10_11_page_44-0001,DỊCH TRẠM
q10_11_page_44-0002,TRẠM PHÚ-KHÊ
q10_11_page_44-0003,Ở thôn Bình-Thạnh huyện Đồng-Xuân.
q10_11_page_44-0004,"Phía bắc đến trạm Bình-Phú 24 dặm, phía nam đến trạm Phú-Thường 29 dặm."
q10_11_page_44-0005,Thiết lập hồi đầu niên-hiệu Gia-Long (các trạm kẻ sau đây cũng vậy)
q10_11_page_44-0006,TRẠM PHÚ-THƯỜNG
q10_11_page_44-0007,Ở thôn Khoan-Hậu huyện-lỵ Đồng-Xuân.
q10_11_page_44-0008,Phía nam đến trạm Phú-Tân 30 dặm.
q10_11_page_44-0009,TRẠM PHÚ-TÂN
q10_11_page_44-0010,Ở xã Phú-Tân phủ Tuy-An.
q10_11_page_44-0011,Phía nam đến trạm Phú-Vinh 30 dặm.
q10_11_page_44-0012,"Nguyên trước tên là Phú-Mỹ, năm Minh-Mạng thứ 3 (1822) đổi lại tên này."
q10_11_page_44-0013,TRẠM PHÚ-VINH
q10_11_page_44-0014,"Ở xã Phú-Vinh phủ Tuy-An, phía nam đến trạm Phú-Thạnh 30 dặm."
q10_11_page_44-0015,"Trước tên là Phú-Sung, năm Minh-Mạng thứ 3 đổi lại tên này."
q10_11_page_44-0016,TRẠM PHÚ-THẠNH
q10_11_page_44-0017,"Ở thôn Trường-Thạnh, phủ Tuy-Hòa, phía nam đến trạm Phú-Hòa 29 dặm."
q10_11_page_44-0018,"Trước tên là Phú-Đê, năm Minh-Mạng thứ 5 (1824) dời đến thôn Trường-Thạnh và đổi lại tên này."
q10_11_page_45-0001,TRẠM PHÚ-HÒA
q10_11_page_45-0002,"Ở trên Đại-Lãnh phía nam Phủ Tuy-Hòa, phía nam đến trạm Hòa-Mã 29 dặm."
q10_11_page_45-0003,(Sau đây là những trạm mới đời)
q10_11_page_45-0004,TRẠM PHÚ-HỘI
q10_11_page_45-0005,"Ở thôn tổng-Binh huyện Sơn-Hòa, phía đông đến trạm Phú-Sơn 22 dặm (Các trạm sau đây cũng đều thuộc Sơn-Hòa)."
q10_11_page_45-0006,TRẠM PHÚ-SƠN
q10_11_page_45-0007,"Ở thôn Phú-Sơn, phía đông đến trạm Phú-Xuân 18 dặm."
q10_11_page_45-0008,TRẠM PHÚ-XUÂN
q10_11_page_45-0009,"Ở thôn Xuân-Sơn, phía đông đến trạm Phú-Vân 13 dặm."
q10_11_page_45-0010,TRẠM PHÚ-VÂN
q10_11_page_45-0011,"Ở thôn Vân-Hòa, phía đông đến trạm Phú-Lương huyện Đồng-Xuân 25 dặm."
q10_11_page_45-0012,TRẠM PHÚ-LƯƠNG
q10_11_page_45-0013,"Ở thôn Trung-Lương huyện Đồng-Xuân, phía tây đến trạm Phú-Vân."
q10_11_page_46-0001,ĐƯỜNGG SÁ
q10_11_page_46-0002,ĐƯỜNGG THIÊN-LÝ
q10_11_page_46-0003,"Từ Tỉnh-thành ra phía bắc đi qua xã Bình-Thạnh thuộc huyện Đồng-Xuân, đến trạm Phú-Khê 26 dặm và từ đoạn Phú-Khê qua các thôn Thạch-Khê, Long-Thạnh đến trạm Bình-Phú ở núi Cù-Mông giáp giới tỉnh Bình-Định 24 dặm; Một đường từ Tỉnh-thành vào nam đi qua huyện lỵ Đồng-Xuân, đến trạm Phú-Thường 3 dặm, từ trạm Phú-Thường đến phủ-lỵ Tuy-An 24 dặm, lại từ phủ-lỵ đến trạm Phú-Tân 6 dặm; từ trạm Phú-Tân đến trạm Phú-Vinh giáp giới phủ Tuy-Hòa 30 dặm, từ phủ Tuy-Hòa đến trạm Phú-Thạnh 30 dặm, từ trạm Phú-Thạnh đến trạm Phú-Hòa giáp giới tỉnh Khánh-Hòa 30 dặm."
q10_11_page_46-0004,Từ nam chí bắc dài cả thảy 173 dặm.
q10_11_page_46-0005,CON ĐƯỜNGG QUAN-BÁO
q10_11_page_46-0006,"Từ phía nam huyện Đồng-Xuân vào đến phủ Tuy-An, hành trình ước nửa ngày."
q10_11_page_46-0007,"Từ phía bắc huyện-lỵ Đồng-Xuân ra đến Tỉnh-thành ước 1 giờ, ra đến núi Cù-Mông ước 1 ngày."
q10_11_page_46-0008,"Lại 1 đường từ phía đông huyện-lỵ Đồng-Xuân xuống đến cửa tấn Vũng-Lâm ước 1 giờ, từ phía tây huyện-lỵ Đồng-Xuân lên đến đất Mọi hành-trình ước 1 ngày rưỡi."
q10_11_page_46-0009,"Lại 1 đường từ huyện lên phía tây 20 dặm đến xã Phước-Đức, 2 dặm nữa đến xã Phú-Thành; lại 1 dặm nữa đến thôn Cự-Phú, 5 dặm nữa đến thôn Vân-Hòa, rồi từ đây lên phía tây thông đến địa-giới 2 nước Thủy-Xá và Hòa-Xá."
q10_11_page_46-0010,PHỦ TUY-AN
q10_11_page_46_47-0001,Một đường từ phủ-lỵ vào nam đến xã Hậu-Trạch phủ Tuy Hòa ước đi nửa ngày.
q10_11_page_47-0001,"Một đường từ phủ-lỵ ra bắc đi qua huyện Đồng-Xuân đến Tỉnh-thành, ước đi nửa ngày."
q10_11_page_47-0002,Một đường từ Phủ-lỵ xuống đông đến cửa biển Xuân-Đài đi 2 giờ.
q10_11_page_47-0003,Một đường từ Phủ-lỵ lên phía tây đến huyện-giới Sơn-Hòa ước 1 ngày.
q10_11_page_47-0004,PHỦ TUY-HÒA
q10_11_page_47-0005,"Một đường từ phủ-lỵ vào nam đến Đại-Lãnh giáp trạm Hà-Mã tỉnh Khánh-Hòa, hành trình ước 1 ngày."
q10_11_page_47-0006,Lại từ phủ-lỵ đến địa-giới phủ Tuy-An đi nửa ngày.
q10_11_page_47-0007,"Một đường từ phủ-lỵ xuống đông đến cửa biển Đà-Diễn, ước đi 1 giờ."
q10_11_page_47-0008,"Một đường từ phủ-lỵ lên phía tây, đến địa-giới huyện Sơn-Hòa ước đi 1 ngày."
q10_11_page_47-0009,HUYỆN SƠN-HÒA
q10_11_page_47-0010,"Một đường nhỏ từ thôn Củng-Sơn, lên phía tây 3 dặm, đến thôn Chí-Thần, lại 2 dặm đến phường Nhiều-Giang, 5 dặm nữa đến phường Hương Giang."
q10_11_page_47-0011,Rồi từ đấy đi vào nam thông đến làng Mọi tỉnh Khánh-Hòa.
q10_11_page_47-0012,ĐƯỜNGG ĐẠI-LỘ MỚI ĐẮP
