pair_id	han_sentence	viet_sentence
HVB_001_004493		Con ve: trách thiền, Bản thảo gọi là điều, là tề nữ; con tề tào biến mà thành con ve, đều chỉ sống 30 ngày thôi.
HVB_001_004494		Thiên Nguyệt lệnh sách Lễ ký nói tháng trọng hạ con thiền bắt đầu kêu là nó.
HVB_001_004495	爾十七年，勒其形于英鼎。	Năm Minh Mệnh thứ 17 khắc hình tượng vào Anh đỉnh.
HVB_001_004496	《虫蟲雅》一名虹蛭，一名負勞，《本草》一名紗羊，赤者名赤卒。	Chuôn chuôn: thanh đình, Nhĩ nhã gọi là đinh hinh, là phụ lao; Bản thảo gọi là sa dương, con chuôn đỏ gọi là xích tốt.
HVB_001_004497	《埤雅》：蜻蜒遇雨多好集水上，款飛尾端亭午則停，名之曰螃。	Bài nhã chép rằng: chuôn chuôn gặp mưa hay tụ tập bay trên mặt nước, lúc nào đuôi Cây chương: ta thường gọi là cây sau sau.
HVB_001_004498		nó thẳng ra không nhúng xuống nước là đúng giờ ngọ thì tạnh mưa, nên gọi là đình.
HVB_001_004499	以此《本草會編》，蜻蜒乃水蠆所化，既化蜻蜒相交還于水上，附物散蛋，復生水蠆而化焉。	Bản thảo hội biên chép rằng chuồn chuồn là do con bọ nước hoá ra, sau khi đã hoá ra chuồn chuồn, giao cấu với nhau lại để trứng bám vào vật khác ở trên mặt nước, rồi lại nở ra bọ nước.
HVB_001_004500	或曰：蜻蜒貼水飛辰以尾，俗名蘸水中，故杜甫詩點水蜻蜓款款飛。	
HVB_001_004501		"Yết ong: tục gọi con tò vò. Bản thảo chép là thổ phong, là tế yêu phong, là quả loã, là bồ lô, sắc đen, lưng rất nhỏ, thường lấy đất nát làm tổ ở nhà người ta, bền cạnh các đồ dùng. Trứng của nó như hạt thóc lớn, nó để trứng vào trong tổ, sau đó đi bắt con nhện ở trên ngọn cỏ chứa đầy tổ, rồi dùng đất nát bịt cửa lại để dành làm thức ăn cho con sau này. Mao thi nói:""Minh linh chi tử, quả loã phủ chi""(Tò vò nuôi con nhện) tức là thế. Có thuyết cho rằng""Tò vò không có con, nó bắt lấy con sâu xanh, huấn luyện tô điểm biến thành con mình"", nói như thế là lầm."
HVB_001_004502	《虫昆翰》《埤雅》一名蠆，其毒在尾，垂頴如鋒，故名。	Con ong: phong, Bài nhã gọi là mại, nọc độc ở đuôi, mút đuôi rủ xuống như mũi nhọn, nên gọi là phong.
HVB_001_004503	《本草》蜂類有三：曰野蜂，曰家蜂，曰石蜂，群居有王，王大於眾蜂而色青蒼，皆一日兩衙。	Bản thảo chép rằng ong có ba loại, dã phong, gia phong và thạch phong.
HVB_001_004504	清話難出玉，壹言一日居兩房也，無官職，一日兩衙應潮上下。	Chúng ở hàng đàn, có ong chúa lớn hơn ong quân, mà sắc xanh biếc, theo thủy triều mà lên xuống; con đực đuôi nhọn, con cái đuôi chẻ làm hai.
HVB_001_004505	雄者尾銳，雌者尾岐，相交則黃退絀道，嗅花以鬚代鼻，采花以股拘之，花貴者戴之上頭，以獻于王。	Khi mút hoa thì dùng vòi thay mũi, khi hái hoa thì cặp vào vế đùi, khi được hoa quý thì đội trên đầu đem về dâng chúa.
HVB_001_004506	化書雲蜂有君臣之禮，即翁翁，俗名昆蚜。	"Sách Hoá thư nói:""Loài ong biết lễ vua tôi"", tức là nghĩa này. Mật của nó gọi là bách hoa cao."
HVB_001_004507	蚜，《本草》金堂堂房安園腰蜂，一名果羸，一名蒲蘆，黑色，腰甚細。 鄧泥於人屋及器物邊作房，其子如粟子大，置中乃揵取草上蜘蛛，滿中乃塞口以待，其子大為糧也。 詩雲：「螟蛉有子，果羸負之」，蓋言國君之民為他人所取爾。 說者不知「似」字乃以「似」續之，「似」誤爲「如」似，遂附會其說以爲細腰之物無雌，皆取青蟲教王，俗名螻豆，本視使變爲己子，斯言謬矣。 《玉書》草曰：	Sâu đậu: ban mâu, Bản thảo gọi là ban miêu, chỗ nào cũng có, tức là con sâu ở trên lá cây đậu.
HVB_001_004508	「琬貓所在有之，豆葉上甲蟲，俗名昆如」，詩云：	
HVB_001_004509	「蟻能治瘡，齋傅惡瘡與曳蛸，在戶傳蟻蛸，小蜘蛛也」，《爾雅》一名長踦，俗呼爲喜子，荊州河内人謂之喜母，此蟲來著人衣，當有親客至，有喜也。	Tục cho rằng loài ruổi là do khí độc tích lũy, năm nào có khí độc tất sinh nhiều ruổi. Con nhện: tri thù, tục gọi là hỷ tử, khi nó đến đầu vào áo người ta thì hẳn có khách thân đến.
HVB_001_004510	《博物志》：「蜘蛛網纏贅疣，七日爛消，頗驗」，又一類大蜘蛛肚下貼卵，白色如錢，名壁錢，能治府堂耶？	Có một loại nhện lớn, dưới bụng ôm ổ trứng, sắc trắng bằng đồng tiền, gọi là bích tiền. Có thể trị chứng cam ung.
HVB_001_004511	俗各術馭， 禮月令仲夏月， 蝗寇史馬鄉生， 即此能治小兒驚搖， 又一名天馬， 其窩生於桑枝上， 名桑嘯蛸，	Con bọ ngựa: đường lạng, có thể trị chứng trẻ con động kinh. Lại có tên ngựa trời, tổ nó làm ở cành dâu.
HVB_001_004512		Có công dựng chữa lở ghẻ và đồ mụn nhọt độc. Con ruổi: đăng, Nông chính toàn thư chép rằng tháng 6 không có ruổi, thì lúa mới được phong đăng giá gạo bình thường.
HVB_001_004513	能治腰疼純閉，	Có thể trị đau lưng và bế kinh.
HVB_001_004514	又一類麟子，	Lại có một loài là do tử, tục gọi con châu chấu.
HVB_001_004515	俗各昆朱蟒廣， 本草一名玄駒， 大者爲蛇蜉， 《坤雅》蟻有君臣之義， 故字從義化， 書曰： 「一拳之宮，與衆處之，一粒之食，與衆畜之，一罪無疑，與衆戮之」，龜俗之，其卵可爲醬。 一類白蟻，俗名昆螭，出昆鰱，本草李珍曰： 「蠅飛營營，其聲自呼，故名」，《農政全書》六月無蠅，新穀登朱價平，俗云： 「蠅沴氣所钟，歲有沴氣，多生蠅」，自齊會，俗名昆。 蠶蛾以下，卵生類諸省皆有之。	Con kiến: nghĩ, Bản thảo gọi là huyền câu, giống kiến lớn là tỳ phù, trứng có thể dùng làm tương; lại có một loại bạch nghị, tục gọi con mối.
HVB_001_004516	寓貞蠡坦，本草曰：「乳齊曰地蠶，多生樹根及羹土中，溫燕之氣所化，能下乳汁，取生汁滴目甲，去翳障，乍單俗名昆螞。	Con lãi đất: tề tào, Bản thảo gọi là nhũ tề, là địa tàm, phần nhiều sinh ở gốc cây và trong đất bẩn do khí thấp nhiệt sinh ra. Có công dụng thông tia sữa, lại có trừ được màng mắt.
HVB_001_004517	」本草曰：「蜩曰齊友躋蟾腹，蜻變而為蟬，亦有轉環化成者，皆三十日而死。 」禮月令（仲夏月）蟬始鳴， 即月泰子， 俗名此明命十七年勒其形於英鼎古甫三記選出香水縣山風雪齊雅爾疏竭之， 在木中來稍遜胡柳子， 则垂者其色白而长， 故诗人以比妇人之頸， 诗云： 「領如輶齋是也。 」	"Con giun mâyt): hồ đằng tử (vâng mệnh chép sở nói du tê tức sâu yết ở trong cây go, Sac tra na dài, cho nên thi nhân dùng để vi với cổ người phụ nữ; thơ Thạc nhân trong sách Mao thi nói""Lãnh (cổ) như du tế"", tức là nghĩa ấy."
HVB_001_004518	本草蛇蠟食木心，穿如錐刀，身長足短，口黑無毛筍，至春羽化為天牛，即俗名昆熾遙。	Bản thảo chéprằng sâu du tê ăn ruột gỗ, đục như dao khoét, thân dài chân vắn, miệng đen, không có lông.
HVB_001_004519		Hàng năm đến tiết xuân vũ thì hoá thành con thiên ngưu, tục gọi con nghiến tốc.
HVB_001_004520	本草一名天水牛，有兩舟狀如水牛，故名蛇蟀，俗名昆蟠。	Lại có một tên nữa là thiên thủy ngưu, có hai sừng giống con trâu, nên gọi tên thế.
HVB_001_004521	本草曰：「懶婦曰王孫曰莎鷄曰姑螻，詩云：『蟋蟀八我床下』，即此能治疮毒風腫。	Con đế: tất suất, Bản thảo chép là lấn phụ, là vương tôn, là sa kê, là cô lâu.
HVB_001_004522	務司民員創司務務務司牛馬者，主治癥瘦積塊。	
HVB_001_004523	」才魚昆腰蜼，本草曰：「白魚曰蠹魚，能治目中浮翳。	
HVB_001_004524	」生人家壁間窖下，似蠶蛾，喜燈火光，其氣甚臭，清旦食稻花，日出則散。	
HVB_001_004525		Trách thiên: tục gọi con ve. Bản thảo chép là điêu, là té nữ, do con té tào biến thành, cũng có con tự hoá thành; đều chỉ sống được 30 ngày là chết.
HVB_001_004526		Năm thứ 17 khắc hình tượng vào Anh đỉnh.
HVB_001_004527		Xét tất suất có ba loại hình lớn bằng ngón tay giữa, sắc vàng, gọi là dế đương-Hồ gia tử tức là con đương, là thứ sâu ở ngọn cây dừa nước. Tức là con sâu ở trong cây mây, giống như con sâu dâu, hay con cơm, lớn bằng đầu ngón tay út, sắc than nhợt gọi là dế dũi, nhỏ bằng đầu đũa, sắc mỡ mỡ gọi là dế tro.
HVB_001_004528		Con đom đóm: huỳnh hỏa, Bản thảo chép là dạ quang, là tiêu chúc, là cảnh thiên.
HVB_001_004529	《左傳》：「蜚不能災」，即此，《古今注》：「一類飛蛾，喜拂燈，一名火光蟲，俗名昆諭。	"Thiên Nguyệt lệnh sách Lễ ký chép rằng:""tháng quý hạ, cổ mục hoá ra đom đóm"", tức là con này. Con yêu đuổi: y ngư, Bản thảo chép là bạch ngư, là đố ngư."
HVB_001_004530	」其腸能名慕光，此類也。	Con gián: du trùng (vâng mệnh chép tên chữ Hán), ruột nó có công dụng chữa chứng đau mắt.
HVB_001_004531	蟲治目痛，一類俗名謂坦，能治孚游。	Lại có một loại gọi là gián đất, có công dụng chữa chứng bế tiểu tiện.
HVB_001_004532	《爾雅》雲：「渠略也，似蠟蜣，身狹川便問而長，有角黃黑色，生糞土中。	Con vờ: phù du, Nhĩ nhã chép là cử lược, hình dáng giống con bọ hung, thân hẹp mà dài, có sừng, sắc vàng và đen, sản trong đất bẩn, buổi sáng sinh, buổi chiều chết, lợn thích ăn giống này.
HVB_001_004533	」陆机云：「似甲蟲，夏月陰雨地。	
HVB_001_004534	」中出人、燒炙、敢之，味美羗良，俗名捕凶。	Lục Cơ nói: phù du giống loại giáp trùng, mùa hè gặp mưa thì nó ở dưới đất bay ra, người ta bắt lấy, nướng ăn, vị ngon như con ve.
HVB_001_004535		"Thiên Tào phong trong Kinh Thi chép""Phù du chi vũ"", tức là giống này."
HVB_001_004536	本草曰：「推丸」曰「推車」，如蟬也。	Tức là con nhậy. Bọ hung: khương lượng, Bản thảo gọi là thôi hoàn, là thôi xa khách, là thiết giáp tướng quân.
HVB_001_004537	生生客曰鉄甲將軍，能療癲狂，傳惡瘡同巴豆。	Có công dụng chữa chứng điên, đổ mụn độc; nếu bị tên độc bắn vào tận xương thì trộn lẫn bọ hung với bã đậu sao vàng giã nhỏ, rổi đổ vào chỗ bị thương. Con muỗi: chữ Hán là văn.
HVB_001_004538	炒搗交夏，小正疏曰：「白鳥蚊」納也業司適務學念務創務行務務務房務司學與務務成市於朝，蚊成市於暮。	Hạ tiểu chính chú rằng: bạch điểu là con muỗi. Bài nhã dẫn lời tục truyền rằng muỗi có buổi chợ tối, ruôi hợp chợ về sáng, muỗi hợp chợ về tối.
HVB_001_004539	傳曰蛟聚成雷，謂其詹餘，俗名昆蛤，多在人家下濕處，能足（疑）俗虫蟲治惡瘡猘犬，燒灰傅瘡立驗。	Con cóc: thiểm thừ, phần nhiều ở chỗ ẩm thấp trong nhà. Có công dụng chữa mụn độc, chó dại, đốt thành than đổ vào chỗ lở loét liền khỏi.
HVB_001_004540	昆誡，本草身小能跳，大者名田父，性能懷土，俗名喔蝴。	Con nhái: hà mô, Bản thảo chép rằng thân nhỏ hay nhảy, con lớn gọi là điền phụ.
HVB_001_004541	本草一名蝌斗，一名活畫，俗名昆東。	Có đặc tính nhớ đất ở cũ, nếu bắt nó bỏ ra một chỗ xa, một ngày kia lại thấy nó trở về chỗ cũ. Có công dụng chữa bệnh ung thũng, trị mụn lở độc, con nó có tục gọi là nòng nọc.
HVB_001_004542	頭圓大而尾細，古文書形似心蟠。	Bản thảo chép là khoa đẩu, là hoạt động, đầu tròn to mà đuôi nhỏ.
HVB_001_004543	本草曰長股曰田鷄，禮月令四月螻鳴注鼃也，五行水早卜竈聲亦能化為鴛。	"Con éch: chữ Hán là oa, Bản thảo chép là trường cổ, là điền kê. Thiên Nguyệt lệnh sách Lễ ký chép rằng:""Tháng 4, con lâu quốc kêu"", và chua rằng lâu quốc tức con éch."
HVB_001_004544	出列子，俗名昆輪。	"Nhà làm ruộng thường nhận tiếng kêu của nó sớm hay muộn, to hay nhỏ, để nghiệm năm được mùa hay mất mùa cho nên thơ của Chương Hiếu Tiêu nhà Đường có câu:""Điền gia vô ngũ hành thủy hạn bốc oa thanh""(nhà nông không biết ngũ hành, mưa nắng nghiệm vào tiếng ếch). Ếch cũng có thể hoá thành chim Con giun: khưu dẫn, Bản thảo gọi là thổ long là ca nữ."
HVB_001_004545	本草一名土龍，一名歌友，禮月盧病發狂療腳風，傳漆瘡八藥用白頸者佳，擘即蚯蚓之大者，吳公俗名昆蟬。	"Thiên Nguyệt lệnh sách Lễ ký chép:""Tháng mạnh hạ, giun bò ra, tháng trọng đông, giun xuống lỗ"", tức là giống này. Có công dụng chữa ôn dịch bệnh phát cuồng, bệnh phong thấp và lở sơn. Làm thuốc dùng giun khoang cổ thì tốt."
HVB_001_004546	本草一（N一三鳥），以誤訟爲酒食之則醉，能治蛇頭腫，又有蛾蝮俗名昆蟾。	Con rết: ngô công, Bản thảo gọi là thiện long sách Phát mông ky của Thúc Tích nhà Tấn nói: ngô công là rượu của gà, vì gà ăn rết thì say. Có công dụng chữa chứng xà đầu thũng.
HVB_001_004547		Lại có một loại giống con cù cừu, tục gọi con giời.
HVB_001_004548	五雜俎形如蜈蚣，多足而小正色黃，其尿有毒，溺人成瘡。	Ngữ tạp trở chép ring con giời hình dáng giống con rết, nhiều chân mà nhỏ, sắc vàng, nước đái của nó có nọc độc, nó đái vào người sẽ thành mụn lở.
HVB_001_004549	又一蟲谷名昆捲詔，山堂肆考一各蛆渠一名商距，身如槎節節有細哥上。	Lại một loại nữa là huyền, tục gọi là con cuốn chiếu, Sơn đường tứ khảo gọi là thư cừ, là thương cự, thân có từng đốt, đốt có vết nhỏ, cũng thuộc loại bách túc trùng.
HVB_001_004550	本草曰蜒蚰羸負殼蹙紋亦百足蟲也，蟲之而行則頭出，驚則縮。	Con ốc sên: chữ Hán là oa ngưu, Bdn thảo gọi là diên do loa, khi đội vỏ bò đi thì đầu thò ra, khi sợ hãi thì đầu rut vào trong vỏ. Con cà cuống: quế đố, lại có một tên nữa là bát thủy trùng, phần nhiều sản ở ruộng sâu.
HVB_001_004551	中桂蟲有之，謹按明命聖製詠桂蠹詩注雲：按此生田野水間，六腳而翼，郊蟬能飛而不及，但善泅水類射工，可炙食。	"Kính xét lời chú trong bài thơ""Vịnh quế đố""của Minh Mệnh thánh chế nói rằng, giống trùng này sản ở ruộng nước, có sáu chân, cánh như cánh con ve, có thể bay được nhưng không bay được xa, hay lặn nước, giống con xạ công, có thể nướng ăn được, dùng để tra vào thức ăn, có vị thơm, nên gọi quế đố."
HVB_001_004552	及即此物也。	Đời Hán Văn Đế, Triệu Đà thường đem cống, tức là con này.
HVB_001_004553	明命十七年，勒其形於玄鼎，浴名昆崘一各。	Năm Minh Mệnh thứ 17 khắc hình tượng và Huyền đỉnh.
HVB_001_004554	火蟲形如蜈蚣而小，色青。	Con rươi: hòa trùng, lại có tên là hỏa trùng.
HVB_001_004555	市品房路市，市務市府西務之多。 自蟾蝦以下，濕生類，諸省皆有之。 大南一統志卷之四山。	
HVB_001_004556	廣南省東西相距九十九里，南北相距一百九十四里。	Từ đông đến tây cách 99 dặm, từ nam đến bắc cách 194 dặm.
HVB_001_004557	東至海二十五里，西至安山堡夾蠻崗七十四里，有路通哀牢國。	
HVB_001_004558	南至廣義省平山縣界一百二十九里，北至海雲關接承天府富祿縣界六十五里。 東南至海三十二里，西南至旃檀源茶奴道夾蠐筍八十四里。 東北至海四十七里，西北至修農溪夾承府富祿縣界七十四里。	Từ tỉnh lý xuống phía đông đến biển 25 dặm; phía tây đến đồn bảo An Sơn giáp man động 74 dặm, có con đường xuyên qua nước Ai Lao; phía nam đến huyện giới Bình Sơn tỉnh Quảng Ngãi 129 dặm; phía bắc đến ải Hải Vân tiếp giáp huyện Phú Lộc phủ Thừa Thiên 65 dặm; phía đông nam đến biển 32 dặm; phía tây nam đến đạo Trà Nô nguồn Chiên Đàn giáp man động 84 dặm; phía đông bắc đến biển 47 dặm; phía tây bắc đến khe Tu Nông giáp địa giới huyện Phú Lộc phủ Thừa Thiên 74 dặm.
HVB_001_004559	自省治至京凡二百餘里。	Từ tỉnh lý đến kinh hơn 200 dặm.
HVB_001_004560	分野天文翼軫，分野鶉尾之次九分四十五抄，偏極高十五度四十東四十三分三十抄。	Thiên-văn: Ở vào phần dã sao Dực sao Chẩn, vị thứ sao Thuần-Vĩ (chú: cực cao 15 độ 19 phân, 45 sao, xiên về phía đông 43 phân 30 sao, đấy là trắc đạc (lượng tính) trong năm Minh-Mạng thứ 18 ).
HVB_001_004561		KIẾN TRÍ DIÊN CÁCH (Kiến thiết theo cũ hoặc đổi mới)
HVB_001_004562	明命十八年測建置沿革，古為越裳氏地，秦屬象郡，漢扇日南那暖醋郡縣，有盧容朱吾盧容，有採金浦，世傳升平府之茶奴道爭江須江常產金，今廣南是古。	Nguyên xưa là đất Việt Thường thị, đời Tần (246-207 trước D. L.) thuộc về Tượng quận, đời Hán (206-2 trước D. L., 1-219 sau D. L.) thuộc quận Nhật Nam (Hán thư chép: quận Nhật Nam có huyện Lư Dung và Châu Ngô. Ở Lư Dung có bến nước lượm vàng, thế truyền tại sông Tranh và sông Tu thuộc đạo Trà Nô phủ Thăng Bình thường có sản xuất vàng. Xét Quảng Nam hiện nay là đất Lư Dung, còn Châu Ngô thì đã thấy trong Phủ chí Thừa Thiên).
HVB_001_004563	詳見承天府志。	
HVB_001_004564	後水戶桓溫遣滕畯於盧容為文所敗，率交廣兵擊文。	Sau bị Lâm Ấp chiếm cứ (niên hiệu Vĩnh Hòa thứ 5 đời Tấn, Hoàn Ôn sai Đằng Tuấn đem binh Giao châu, Quảng châu đánh Phạm Văn ở Lư Dung, bị Văn đánh bại).
HVB_001_004565	范隋大業元年平林邑，置農州，尋改為海陰郡，統縣四：龍多農安樂新容盧容眞隋水其地復沒於林邑。	Niên hiệu Đại Nghiệp nguyên niên, nhà Tùy binh Lâm Ấp đặt làm Nông Châu, rồi đổi làm Hải Âm quận, thống trị 4 huyện: Tân Dung (tức xưa là Lư Dung), Chân Long, Đa Nông và An Lạc. Cuối đời nhà Tùy đất ấy bị Lâm Ấp lấy lại; vào khoảng niên hiệu Trinh Quán đời Đường đặt nha kiều trị ở phía nam Hoan Châu rồi sau lại bỏ.
HVB_001_004566	唐貞觀年間僑治驩州之南境，尋廢宋為占城里州，占洞之地。	Sang đời Tống lấy làm đất Chiêm Thành tức là Lý Châu và Chiêm động.
HVB_001_004567	陳興隆十四年初取其地，置化州。	Nhà Trần niên hiệu Hưng Long 14 lấy đất ấy đặt làm Hóa Châu (đã ghi rõ trong Thừa Thiên Phủ chí).
HVB_001_004568	天府志詳見承閏胡紹成二年復取占人占洞之地，分爲升豈二州，遷民居之置升菩路安撫使源頭置新寧鎭，屬明置升甘府領州四縣十一郡國利病書明明顧林。	Đời Nhuận Hồ niên hiệu Thiệu Thành thứ 2 lại lấy đất Chiêm Động của người Chiêm Thành chia làm châu Thăng và châu Hoa dời dân đến ở. đặt ra Thăng Hoa lộ An phủ sứ, trên nguyên đầu đặt Tân Ninh trấn.
HVB_001_004569	亭天下，永樂二年置府一，領州四，升州縣三。	
HVB_001_004570	黎江都和安備甘州縣三萬安具熙禮悌思州縣二，持平白烏義州縣三，義純鵞然反舊走載情重富務股材園，名其地則為占人所據。	Lúc thuộc nhà Minh đặt làm Thăng Hoa phủ, lãnh 4 châu, 11 huyện (Trong sách «Thiên Hạ Quận Quốc Lợi Bịnh» của Cố Đình Lâm đời Minh có chép: Niên hiệu Vĩnh Lạc thứ 2 đời Minh đặt 1 phủ lãnh 4 châu. Châu Thăng có 3 huyện: Lê Giang, Đô Hòa và An Bị. Châu Hoa có 3 huyện: Vạn An, Cụ Hi, Lê Đề. Châu Tư có 2 huyện: Trì Bình, Bạch Ô. Châu Nghĩa có 3 huyện: Nghĩa Thuần, Nga Bôi, Khê Cầm. Châu Tư và châu Nghĩa ray thuộc tỉnh Quảng Ngãi). Nhưng trong đồ lịch chỉ biên hư danh đó thôi còn đất đai thì người Chiêm Thành chiếm cứ.
HVB_001_004571	黎初為羁縻之地。	Đầu đời nhà Lê mới đặt làm đất ky mi (ràng buộc chứ chưa thành đất thuộc địa).
HVB_001_004572	鴻德初征占復其地，以占降人巴太為大占同知州，多水為僉知州，又以杜子歸為同知州知大占軍民事。	Niên hiệu Hồng Đức đánh Chiêm Thành lấy đất ấy lại rồi dùng hàng thần người Chiêm là Ba Thái làm Đồng tri châu đất Đại Chiêm, Đa Thủy làm Thiêm tri châu.
HVB_001_004573	尋以地置廣南承宣設三司，升菩府三縣。 黎江、熙江以治之，領府三縣。 河東思義府三縣，義山平山慕菩懷仁府三縣，蓬山符離綏遠回朝。 太祖嘉裕皇帝壬寅四十五年二年，黎弘定置廣南營設鎮守該簿記錄，仍以升甚思義懷仁三府隸之後。	Lại dùng Đỗ Tử Qui làm Đồng tri châu coi quân dân sự Đại Chiêm rồi đem đất ấy đặt làm Quảng Nam Thừa Tuyên, đặt ra 3 ty đề cai trị, lãnh 3 phủ, 9 huyện (Phủ Thăng Hoa 3 huyện: Lê Giang, Hi Giang và Hà Đông. Phủ Tư Nghĩa 3 huyện: Nghĩa Sơn, Bình Sơn và Mộ Hoa. Phủ Hoài Nhân 3 huyện: Bồng Sơn, Phù Ly và Tuy Viễn).
HVB_001_004574	三年又以順化肇豐府之奠磐縣升為府，改隸廣南。	Triều Nguyễn, đời vua Thái Tổ Gia Dụ Hoàng Đế năm Nhâm dần thứ 45 đặt làm Quảng Nam dinh và đặt các chức Trấn thủ, Cai bạ và Ký lục, đem 3 phủ Thăng Hoa, Tư Nghĩa và Hoài Nhân lệ thuộc vào đó, sau 3 năm lại đem huyện Điện Bàn thuộc phủ Triệu Phong ở Thuận Hóa thăng làm phủ, cho đổi thuộc vào Quảng Nam.
HVB_001_004575	甲午之變為西竊據其地幾三十年。	Cuộc binh biến năm Giáp Ngọ Tây Sơn chiếm cứ đất ấy gần 30 năm.
HVB_001_004576	我世祖高皇帝辛酉二十二年克復舊疆，始以升奠二府置廣南營設留守該簿記錄以治之。	Năm Tân Dậu, Thế Tổ Cao Hoàng Đế khắc phục được đất đai cũ, mới lấy phủ Thăng, phủ Điện đặt làm Quảng Nam dinh và đặt các chức Lưu thủ, Cai bạ và Ký lục để cai trị.
HVB_001_004577	嘉隆五年定為直隸廣南營隸京師。	Năm Gia Long thứ 5 đổi làm Trực lệ Quảng Nam dinh, lệ thuộc vào Kinh sư.
HVB_001_004578	明命八年改為鎭省直隸二字設鎮守協鎭參協。	Năm Minh Mạng thứ 8 đổi làm Trấn, bỏ 2 chữ «Trực lệ». rồi đặt các chức Trấn thủ, Hiệp trấn và Tham hiệp.
HVB_001_004579	十三年分設改為省兼轄廣義省，置南義巡撫及布按二司。	Năm thứ 13 nhân dịp phân thiết, mới đổi làm tỉnh, kiêm hạt cả Quảng Ngãi tỉnh, rồi đặt chức Nam Nghĩa Tuần vũ và 2 ty Bố, Án; năm thứ 17 đặt thêm huyện Quế Sơn thuộc phủ Thăng Bình.
HVB_001_004580	十七年增設桂山縣隸升平府紹治七年，省巡撫置總督。	Năm Thiệu Trị thứ 7 bỏ chức Tuần vũ đặt chức tổng đốc.
HVB_001_004581	成泰十一年增設大祿縣隸奠磐府。 十八年改河東縣為河東府，尋改為三岐府兼理河東縣。 今領府三縣。	Năm Thành Thái 11 đặt thêm huyện Đại Lộc thuộc phủ Điện Bàn, năm 18 cải huyện Hà Đông làm phủ Hà Đông, sau cải làm phủ Tam Kỳ kiêm lý cả huyện Hà Đông; nay hiện lãnh 3 phủ 7 huyện.
HVB_001_004582	七之守，在省城南三里，東西距九十五里。	Ở cách 3 dặm về phía nam tỉnh thành.
HVB_001_004583	南為月，北距七十八里。	Từ đông đến tây 95 dặm, từ nam đến bắc 78 dặm.
HVB_001_004584	東至海二十五里，西至安山堡（夾蠻同七十里）。 南至升平府桂山縣界十三里，北至海雲關（夾承天府富祿縣界）六十五里。 漢朱吾縣地，占城為里州，陳屬化州，黎置奠磐縣，隸順化肇豐府。	Từ phủ xuống phía đông đến biển 25 dặm; phía tây đến bảo đồn An Sơn giáp man động 70 dặm, phía nam đến địa giới huyện Quế Sơn phủ Thăng Bình 13 dặm; phía bắc đến ải Hải Vân giáp huyện Phú Lộc phủ Thừa Thiên 65 dặm.
HVB_001_004585	國初升為府，領新福安農和榮延慶富州五縣，改隸廣南。	Lúc đầu triều Nguyễn thăng làm phủ, lãnh 5 huyện: Tân Phước, An Nông, Hòa Vang, Diên Khánh, Phú Châu, lệ thuộc Quang Nam.
HVB_001_004586	明命十一年始置知府，頒延福和榮二縣。	Năm Minh Mạng 11 mới đặt chức tri phủ lãnh 2 huyện Diên Phước và Hòa Vang.
HVB_001_004587	十七年又摘升平之離川縣來屬。	Năm thứ 17 lại trích huyện Duy Xuyên phủ Thăng Bình thuộc vào phủ này.
HVB_001_004588	成泰十一年增設大祿縣隸之，凡頒縣四。	Năm Thành Thái thứ 11 đặt thêm ra huyện Đại Lộc cho lệ thuộc vào, thành ra 4 huyện.
HVB_001_004589	貢田京東西距二十六里，南北距二十二里。	Từ đông sang tây 26 dặm, từ nam sang bắc 22 dặm.
HVB_001_004590	東前至海，西至大祿縣界，南至桂山離川二三縣界，北至和榮縣界。	Phía đông đến biển; phía tây đến địa giới huyện Đại Lộc; phía nam đến địa giới huyện Quế Sơn và huyện Duy Xuyên; phía bắc đến địa giới huyện Hòa Vang Nguyên trước là đất huyện Điện Bàn của đời Lê, lúc đầu triều Nguyễn đặt huyện Diên Khánh lệ thuộc phủ Điện Bàn.
HVB_001_004591	舊黎食磐縣地，國初置延慶縣隸奠磐府，明命三年改今名屬府，兼理成泰十二年刊大安美和二總東為大祿縣，又刊安留總東八和榮縣而摘和榮縣之清洲總，凡十社村來屬之。	Năm Minh Mạng thứ 3 đổi lại tên này thuộc phủ kiêm lý. Năm Thành Thái 12 cắt 2 tổng Đại An, Mỹ Hòa nhập làm huyện Đại Lộc, lại cắt tổng An Lưu cho nhập vào huyện Hòa Vang, rồi trích 10 xã thôn của tổng Thanh Châu huyện Hòa Vang cho thuộc vào.
HVB_001_004592	今領口在總九社村坊洲邑一百七十四不八。	Nay lãnh 9 tổng, 174 xã, thôn, phường, châu, Ấp.
HVB_001_004593	府北東西距十八里，南北距二十九里。	Ở phía bắc phủ; từ đông đến tây 18 dặm, từ nam đến bắc 29 dặm.
HVB_001_004594	東至海，西至黃江（夾蠻同），南至延福大祿二縣界，北至海雲關（夾承天府富祿縣界）。	Phía đông đến biển; phía tây đến Hoàng giang giáp man động; phía nam giáp giới huyện Diên Phước và huyện Đại Lộc; phía bắc đến ải Hải Vân giáp giới huyện Phú Lộc phủ Thừa Thiên.
HVB_001_004595		Đời Lê là đất huyện Điện Bàn, triều Nguyễn chia đặt làm huyện thuộc phủ Điện Bàn.
